52.42,53.86,54.33,54.78,55.18,55.49,55.74,55.87,55.96,56.03,56.07,56.09,56.16,56.16,56.15,56.13,56.11,56.06,56.02,55.99,55.97,55.96,55.97,55.9,55.84,55.79,55.74,55.72,55.72,55.68,55.66,55.65,55.65,55.66,55.69,55.67,55.65,55.62,55.61,55.6,55.61,55.56,55.54,55.54,55.54,55.54,55.54,55.54,55.65,
52.42,53.3,53.77,54.48,54.88,55.19,55.74,55.87,55.96,56.03,56.07,56.09,56.16,56.16,56.15,56.13,56.11,56.06,56.02,55.99,55.97,55.96,55.97,55.9,55.84,55.79,55.74,55.72,55.72,55.68,55.66,55.65,55.65,55.66,55.69,55.67,55.65,55.62,55.61,55.6,55.61,55.56,55.54,55.54,55.54,55.54,55.54,55.54,55.65,
0,53.86,54.33,54.78,55.18,55.49,55.69,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,54.33,54.78,55.18,55.49,55.69,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,54.78,55.18,55.49,55.69,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,55.18,55.49,55.69,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,0,55.49,55.69,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,0,0,55.69,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,0,0,0,55.82,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,0,0,0,0,55.91,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,0,0,0,0,0,55.98,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
0,0,0,0,0,0,0,0,0,0,56.02,56.04,56.05,56.05,56.04,56.02,56,55.95,55.91,55.88,55.86,55.85,55.86,55.79,55.73,55.68,55.63,55.61,55.61,55.57,55.55,55.54,55.54,55.55,55.58,55.56,55.54,55.51,55.5,55.49,55.5,55.45,55.43,55.43,55.43,55.43,55.43,55.43,55.54,
